sev_numeric,cvss_score,cwe,cwe_tier,has_mitigation,verified,duplicate,false_positive,scanner_confidence,risk_accepted,risk_label,log_age,cvss_x_sev,is_old,no_fix,high_cwe
2,2.3,415,1,0,0,0,0,2,0,1,5.786897381366708,4.6,1,1,0
3,4.7,476,3,1,1,0,0,2,0,2,6.0844994130751715,14.100000000000001,1,0,1
4,8.6,561,1,0,0,0,0,3,1,2,6.450470422144176,34.4,1,1,0
2,5.1,190,3,0,0,0,0,4,0,2,4.61512051684126,10.2,0,1,1
3,5.5,78,3,0,0,0,0,4,0,2,5.198497031265826,16.5,0,1,1
3,6.6,248,2,1,0,0,0,5,0,2,4.875197323201151,19.799999999999997,0,0,1
2,3.8,570,1,0,0,0,0,3,0,1,6.363028103540465,7.6,1,1,0
0,0.1,119,3,0,0,0,0,3,0,1,5.5093883366279774,0.0,1,1,1
2,4.7,400,3,1,0,0,0,2,0,2,6.3835066348840055,9.4,1,0,1
2,4.3,787,3,1,0,0,0,3,0,1,5.953243334287785,8.6,1,0,1
2,3.5,908,2,1,1,0,0,1,0,1,6.359573868672378,7.0,1,0,1
2,3.9,327,3,1,0,0,0,3,0,2,6.126869184114185,7.8,1,0,1
2,5.6,754,2,0,1,0,0,3,0,2,5.929589143389895,11.2,1,1,1
1,2.7,20,2,0,0,0,0,1,0,1,6.375024819828097,2.7,1,1,1
1,2.4,362,1,1,0,0,0,1,0,0,6.593044534142437,2.4,1,0,0
3,6.2,190,3,0,1,0,0,1,0,2,2.8903717578961645,18.6,0,1,1
4,8.7,287,3,1,1,0,0,5,0,2,6.349138991379798,34.8,1,0,1
3,6.6,908,2,1,1,0,0,3,0,2,6.152732694704104,19.799999999999997,1,0,1
3,6.2,330,3,1,1,0,0,5,0,2,5.869296913133774,18.6,1,0,1
2,4.3,330,3,1,0,0,0,5,0,2,5.834810737062605,8.6,1,0,1
1,1.9,134,3,0,1,0,0,5,0,1,4.605170185988092,1.9,0,1,1
2,3.8,563,1,0,0,0,0,1,0,1,5.293304824724492,7.6,1,1,0
1,0.8,0,0,0,0,0,0,4,0,0,6.240275845170769,0.8,1,1,0
2,4.8,248,2,0,0,0,0,2,0,2,6.566672429803241,9.6,1,1,1
1,1.3,190,3,0,0,0,0,4,0,1,5.6240175061873385,1.3,1,1,1
1,2.1,787,3,0,0,0,0,4,0,1,6.282266746896006,2.1,1,1,1
1,4.1,120,3,0,0,0,0,1,0,1,6.576469569048224,4.1,1,1,1
0,0.0,459,1,0,1,0,0,5,0,0,5.662960480135946,0.0,1,1,0
4,7.4,94,3,1,1,0,0,5,0,3,6.4692503167957724,29.6,1,0,1
2,4.0,561,1,1,1,0,0,3,0,1,2.5649493574615367,8.0,0,0,0
3,5.3,78,3,1,0,0,0,5,0,2,6.20455776256869,15.899999999999999,1,0,1
2,4.7,330,3,0,0,0,0,3,0,2,4.804021044733257,9.4,0,1,1
1,1.6,119,3,0,1,0,0,4,0,1,6.3473892096560105,1.6,1,1,1
1,2.5,369,1,1,0,0,0,2,0,0,2.0794415416798357,2.5,0,0,0
3,5.8,476,3,0,0,0,0,4,0,2,5.153291594497779,17.4,0,1,1
1,0.7,78,3,1,0,0,0,4,0,1,6.0063531596017325,0.7,1,0,1
2,5.2,415,1,1,1,0,0,3,0,2,6.583409222158765,10.4,1,0,0
1,1.2,459,1,1,0,0,0,2,0,0,5.424950017481403,1.2,1,0,0
1,2.3,20,2,1,1,0,0,4,0,1,6.148468295917647,2.3,1,0,1
4,7.5,407,1,1,1,0,0,3,0,2,4.23410650459726,30.0,0,0,0
1,0.8,120,3,1,0,0,0,1,0,1,6.546785410760524,0.8,1,0,1
2,5.6,0,0,0,0,0,0,2,0,1,5.948034989180646,11.2,1,1,0
2,3.2,120,3,1,0,0,0,3,0,1,6.584791392385716,6.4,1,0,1
1,1.8,459,1,0,1,0,0,1,0,1,5.717027701406222,1.8,1,1,0
3,6.6,415,1,0,0,0,0,5,0,2,5.488937726156687,19.799999999999997,1,1,0
2,4.4,467,1,0,0,0,0,4,0,1,5.783825182329737,8.8,1,1,0
3,5.3,561,1,1,0,0,0,5,0,1,5.537334267018537,15.899999999999999,1,0,0
1,1.7,176,2,1,1,0,0,5,0,1,5.991464547107982,1.7,1,0,1
0,0.0,20,2,0,0,0,0,1,0,1,5.099866427824199,0.0,0,1,1
4,7.1,908,2,1,1,0,0,2,0,2,6.419994928147142,28.4,1,0,1
0,1.6,200,1,1,1,0,0,4,0,0,4.736198448394496,0.0,0,0,0
1,1.4,190,3,0,1,0,0,1,0,1,6.361302477572996,1.4,1,1,1
2,4.0,74,2,1,0,0,0,4,0,1,6.436150368369428,8.0,1,0,1
3,5.2,20,2,1,1,0,0,4,0,2,6.144185634125646,15.600000000000001,1,0,1
1,2.6,563,1,0,1,0,0,5,0,1,5.3471075307174685,2.6,1,1,0
2,3.3,74,2,1,1,0,0,4,0,1,5.6937321388027,6.6,1,0,1
3,5.7,248,2,1,0,0,0,3,0,2,6.45833828334479,17.1,1,0,1
2,4.8,787,3,0,0,0,0,2,0,2,6.343880434126331,9.6,1,1,1
2,4.2,369,1,1,0,0,0,4,0,1,4.875197323201151,8.4,0,0,0
2,2.9,674,2,1,0,0,0,5,0,1,3.9889840465642745,5.8,0,0,1
2,3.1,119,3,1,1,0,0,4,0,1,3.784189633918261,6.2,0,0,1
4,7.0,284,1,0,1,0,0,2,0,2,6.124683390894205,28.0,1,1,0
3,6.4,22,3,1,1,0,0,1,0,2,6.244166900663736,19.200000000000003,1,0,1
3,5.3,74,2,1,0,0,0,4,0,1,4.736198448394496,15.899999999999999,0,0,1
0,0.0,248,2,1,1,0,0,4,0,0,4.477336814478207,0.0,0,0,1
2,3.3,377,1,0,0,0,0,4,0,1,6.257667587882639,6.6,1,1,0
1,1.3,79,3,0,0,0,0,1,0,1,5.0238805208462765,1.3,0,1,1
2,3.8,456,1,0,1,0,0,5,0,1,6.3561076606958915,7.6,1,1,0
1,3.7,674,2,0,0,0,0,3,0,1,6.244166900663736,3.7,1,1,1
3,7.0,407,1,1,1,0,0,2,0,2,6.520621127558696,21.0,1,0,0
3,7.0,476,3,0,1,0,0,1,0,2,6.082218910376446,21.0,1,1,1
1,1.7,79,3,0,0,0,0,4,0,1,6.194405391104672,1.7,1,1,1
1,2.5,89,3,1,0,0,0,4,0,1,6.361302477572996,2.5,1,0,1
1,1.7,674,2,1,1,0,0,2,0,1,6.131226489483141,1.7,1,0,1
1,3.3,176,2,1,1,0,0,2,0,1,5.455321115357702,3.3,1,0,1
4,8.3,284,1,0,1,0,0,2,0,2,6.476972362889683,33.2,1,1,0
2,4.2,190,3,0,1,0,0,3,0,2,6.2422232654551655,8.4,1,1,1
1,2.1,190,3,1,0,0,0,5,0,1,6.46302945692067,2.1,1,0,1
3,7.4,407,1,0,0,0,0,3,0,2,6.008813185442595,22.200000000000003,1,1,0
3,5.4,377,1,0,0,0,0,5,0,2,6.476972362889683,16.200000000000003,1,1,0
3,6.5,459,1,1,0,0,0,4,0,2,4.948759890378168,19.5,0,0,0
3,5.2,22,3,0,1,0,0,5,0,2,4.700480365792417,15.600000000000001,0,1,1
1,2.9,563,1,0,0,0,0,3,0,1,6.380122536899765,2.9,1,1,0
0,0.0,200,1,1,0,0,0,5,0,0,6.569481420414296,0.0,1,0,0
3,5.8,327,3,0,0,0,0,1,0,2,3.1780538303479458,17.4,0,1,1
1,1.0,134,3,0,0,0,0,5,0,1,0.6931471805599453,1.0,0,1,1
2,3.7,369,1,1,1,0,0,2,0,1,6.206575926724928,7.4,1,0,0
3,8.1,415,1,0,0,0,0,5,1,2,5.2832037287379885,24.299999999999997,1,1,0
3,5.8,563,1,0,1,0,0,5,0,2,4.060443010546419,17.4,0,1,0
4,7.5,400,3,1,0,0,0,2,0,2,4.007333185232471,30.0,0,0,1
3,6.0,200,1,1,0,0,0,4,0,2,5.955837369464831,18.0,1,0,0
3,5.7,89,3,1,1,0,0,4,1,2,6.472346294500901,17.1,1,0,1
2,4.4,79,3,1,1,0,0,3,0,2,5.8664680569332965,8.8,1,0,1
3,5.2,570,1,1,0,0,0,5,0,1,6.156978985585555,15.600000000000001,1,0,0
3,5.2,119,3,0,0,0,0,4,0,2,6.4425401664681985,15.600000000000001,1,1,1
3,6.3,176,2,0,0,0,0,2,0,2,5.755742213586912,18.9,1,1,1
1,1.1,74,2,0,0,0,0,4,0,1,5.030437921392435,1.1,0,1,1
1,2.6,400,3,0,1,0,0,2,1,1,6.401917196727186,2.6,1,1,1
1,2.0,674,2,0,0,0,0,4,1,1,0.6931471805599453,2.0,0,1,1
2,2.5,22,3,0,1,0,0,3,0,1,5.308267697401205,5.0,1,1,1
2,4.1,787,3,1,0,0,0,2,0,2,4.564348191467836,8.2,0,0,1
2,2.7,176,2,1,1,0,0,2,0,1,6.152732694704104,5.4,1,0,1
2,4.6,456,1,1,1,0,0,3,0,1,5.2832037287379885,9.2,1,0,0
3,5.8,369,1,1,0,0,0,3,0,2,5.529429087511423,17.4,1,0,0
1,2.9,476,3,1,0,0,0,4,0,1,5.37989735354046,2.9,1,0,1
3,5.2,119,3,0,1,0,0,4,1,2,5.579729825986222,15.600000000000001,1,1,1
2,2.4,787,3,0,1,0,0,1,0,1,5.8998973535824915,4.8,1,1,1
2,3.4,571,1,0,0,0,0,1,0,1,4.465908118654584,6.8,0,1,0
1,1.0,134,3,0,0,0,0,1,0,1,6.52649485957079,1.0,1,1,1
3,7.5,120,3,1,1,0,0,1,0,3,6.57507584059962,22.5,1,0,1
4,8.0,570,1,1,1,0,0,1,0,2,6.255750041753367,32.0,1,0,0
3,5.8,119,3,0,1,0,0,3,0,2,5.84354441703136,17.4,1,1,1
4,7.9,415,1,1,1,0,0,3,0,2,5.560681631015528,31.6,1,0,0
2,4.0,20,2,1,0,0,0,4,0,1,4.804021044733257,8.0,0,0,1
2,4.9,248,2,1,0,0,0,3,0,1,6.461468176353717,9.8,1,0,1
2,4.2,248,2,0,0,0,0,1,1,2,5.713732805509369,8.4,1,1,1
4,7.2,571,1,1,1,0,0,1,0,2,6.1675164908883415,28.8,1,0,0
2,3.8,415,1,0,0,0,0,2,0,1,5.455321115357702,7.6,1,1,0
3,5.6,22,3,0,0,0,0,5,0,2,5.541263545158426,16.799999999999997,1,1,1
1,0.0,284,1,0,1,0,0,1,1,1,6.5638555265321274,0.0,1,1,0
3,6.5,362,1,1,0,0,0,4,0,2,6.400257445308821,19.5,1,0,0
2,4.1,407,1,0,0,0,0,1,0,1,5.902633333401366,8.2,1,1,0
1,1.5,407,1,1,1,0,0,4,0,0,5.0106352940962555,1.5,0,0,0
3,5.7,287,3,1,1,0,0,5,0,2,1.6094379124341003,17.1,0,0,1
1,2.4,0,0,0,0,0,0,4,0,1,6.3784261836515865,2.4,1,1,0
2,3.8,20,2,0,0,0,0,3,0,2,4.77912349311153,7.6,0,1,1
0,0.0,787,3,1,1,0,0,3,0,1,5.552959584921617,0.0,1,0,1
3,6.2,400,3,1,0,0,0,2,0,2,5.697093486505405,18.6,1,0,1
2,2.9,190,3,0,0,0,0,1,1,2,3.4657359027997265,5.8,0,1,1
2,4.2,570,1,1,1,0,0,4,0,1,6.059123195581797,8.4,1,0,0
0,0.0,570,1,0,1,0,0,5,0,0,4.68213122712422,0.0,0,1,0
1,1.2,248,2,1,1,0,0,1,0,1,6.154858094016418,1.2,1,0,1
3,4.4,571,1,1,0,0,0,1,0,1,6.439350371100098,13.200000000000001,1,0,0
0,0.0,20,2,1,0,0,0,5,0,0,3.912023005428146,0.0,0,0,1
2,5.3,787,3,0,1,0,0,5,1,2,6.587550014824796,10.6,1,1,1
4,7.9,563,1,0,1,0,0,1,0,2,6.184148890937483,31.6,1,1,0
1,2.3,20,2,0,1,0,0,4,0,1,4.812184355372417,2.3,0,1,1
3,5.5,89,3,0,1,0,0,2,0,2,6.269096283706261,16.5,1,1,1
3,6.0,571,1,0,1,0,0,2,0,2,5.60947179518496,18.0,1,1,0
1,1.5,190,3,0,0,0,0,4,0,1,5.958424693029782,1.5,1,1,1
2,3.6,248,2,0,1,0,0,2,0,1,5.541263545158426,7.2,1,1,1
3,6.8,94,3,0,1,0,0,1,0,2,5.6937321388027,20.4,1,1,1
1,2.8,284,1,0,1,0,0,3,0,1,6.144185634125646,2.8,1,1,0
1,0.7,787,3,1,0,0,0,4,0,1,4.955827057601261,0.7,0,0,1
0,0.0,415,1,0,1,0,0,4,0,0,6.318968113746434,0.0,1,1,0
4,7.6,674,2,1,1,0,0,4,0,2,6.53813982376767,30.4,1,0,1
3,6.5,94,3,0,1,0,0,3,0,2,6.568077911411976,19.5,1,1,1
3,8.2,134,3,0,1,0,0,3,0,2,5.707110264748875,24.599999999999998,1,1,1
2,3.7,459,1,1,0,0,0,5,0,1,6.139884552226255,7.4,1,0,0
2,4.5,400,3,1,0,0,0,5,0,2,5.4680601411351315,9.0,1,0,1
2,3.5,674,2,0,0,0,0,3,0,1,5.666426688112432,7.0,1,1,1
1,1.9,190,3,1,1,0,0,3,0,1,4.624972813284271,1.9,0,0,1
3,3.9,571,1,0,1,0,0,3,0,2,5.971261839790462,11.7,1,1,0
1,2.1,407,1,0,0,0,0,4,0,1,5.998936561946683,2.1,1,1,0
1,3.0,74,2,1,0,0,0,5,0,1,6.313548046277095,3.0,1,0,1
4,7.8,362,1,0,1,0,0,1,0,2,5.594711379601839,31.2,1,1,0
1,1.0,415,1,1,1,0,0,1,0,0,4.442651256490317,1.0,0,0,0
1,2.5,200,1,0,1,0,0,3,0,1,5.552959584921617,2.5,1,1,0
0,0.0,248,2,0,1,0,0,1,0,0,6.456769655572163,0.0,1,1,1
1,2.7,570,1,1,0,0,0,1,0,1,5.777652323222656,2.7,1,0,0
0,0.0,787,3,1,0,0,0,2,0,0,5.921578419643816,0.0,1,0,1
4,7.8,563,1,0,1,0,0,1,0,2,6.210600077024653,31.2,1,1,0
0,0.0,20,2,1,1,0,0,2,0,0,5.459585514144159,0.0,1,0,1
1,2.8,407,1,1,0,0,0,1,0,1,6.403574197934815,2.8,1,0,0
2,4.5,754,2,0,0,0,0,1,0,2,5.846438775057725,9.0,1,1,1
3,7.2,330,3,0,1,0,0,3,0,2,6.07993319509559,21.6,1,1,1
2,3.7,78,3,0,0,0,0,1,0,1,5.1647859739235145,7.4,0,1,1
2,3.2,284,1,0,1,0,0,3,0,1,4.060443010546419,6.4,0,1,0
2,3.1,287,3,0,0,0,0,2,0,2,6.163314804034641,6.2,1,1,1
3,6.6,561,1,1,0,0,0,2,1,2,6.137727054086234,19.799999999999997,1,0,0
2,2.8,570,1,1,1,0,0,1,0,1,6.3561076606958915,5.6,1,0,0
2,4.1,200,1,1,0,0,0,5,0,1,4.736198448394496,8.2,0,0,0
1,2.9,0,0,0,0,0,0,2,0,1,6.049733455231958,2.9,1,1,0
3,6.0,561,1,0,1,0,0,5,0,2,6.565264970035361,18.0,1,1,0
1,2.0,89,3,0,1,0,0,1,0,1,6.352629396319567,2.0,1,1,1
1,1.5,754,2,1,0,0,0,4,0,1,5.697093486505405,1.5,1,0,1
3,5.4,570,1,1,1,0,0,1,0,2,5.272999558563747,16.200000000000003,1,0,0
2,4.0,284,1,1,1,0,0,5,0,1,5.926926025970411,8.0,1,0,0
3,5.7,400,3,0,1,0,0,3,0,2,5.768320995793772,17.1,1,1,1
0,0.0,78,3,0,0,0,0,5,0,1,1.3862943611198906,0.0,0,1,1
3,7.3,327,3,0,1,0,0,1,0,2,6.137727054086234,21.9,1,1,1
1,1.6,369,1,0,0,0,0,5,0,1,5.777652323222656,1.6,1,1,0
1,1.6,467,1,1,1,0,0,5,1,0,3.367295829986474,1.6,0,0,0
2,4.7,327,3,1,0,0,0,1,1,2,5.8888779583328805,9.4,1,0,1
1,2.1,119,3,0,0,0,0,2,0,1,6.317164686747284,2.1,1,1,1
2,4.8,89,3,0,0,0,0,2,0,2,6.29156913955832,9.6,1,1,1
2,4.6,284,1,0,0,0,0,3,0,1,6.1092475827643655,9.2,1,1,0
2,4.9,200,1,0,1,0,0,5,0,1,5.030437921392435,9.8,0,1,0
2,4.8,467,1,0,1,0,0,1,0,2,5.730099782973574,9.6,1,1,0
2,3.9,119,3,1,1,0,0,2,0,1,5.424950017481403,7.8,1,0,1
2,4.5,0,0,0,0,0,0,5,0,1,6.405228458030842,9.0,1,1,0
2,5.3,561,1,1,0,0,0,1,0,1,5.916202062607435,10.6,1,0,0
2,5.0,415,1,0,0,0,0,3,0,1,4.919980925828125,10.0,0,1,0
0,1.6,563,1,0,1,0,0,1,0,1,5.8944028342648505,0.0,1,1,0
2,4.2,89,3,1,0,0,0,3,0,1,4.418840607796598,8.4,0,0,1
3,4.9,94,3,0,1,0,0,3,0,2,5.981414211254481,14.700000000000001,1,1,1
3,5.6,467,1,0,1,0,0,2,0,2,5.537334267018537,16.799999999999997,1,1,0
2,4.2,74,2,1,0,0,0,5,0,1,5.575949103146316,8.4,1,0,1
3,6.0,79,3,1,0,0,0,3,0,2,5.846438775057725,18.0,1,0,1
2,4.4,79,3,1,1,0,0,2,0,2,6.236369590203704,8.8,1,0,1
2,4.7,563,1,0,0,0,0,4,0,1,6.42648845745769,9.4,1,1,0
4,5.8,787,3,1,1,0,0,5,0,2,5.863631175598097,23.2,1,0,1
2,5.0,754,2,1,1,0,0,4,0,2,6.593044534142437,10.0,1,0,1
2,5.5,561,1,0,1,0,0,4,0,2,5.746203190540153,11.0,1,1,0
3,6.6,459,1,0,1,0,0,2,0,2,6.326149473155099,19.799999999999997,1,1,0
0,1.3,134,3,0,0,0,0,2,0,1,5.802118375377063,0.0,1,1,1
2,4.1,369,1,1,0,0,0,3,0,1,6.459904454377535,8.2,1,0,0
2,4.0,467,1,1,1,0,0,4,0,1,6.327936783729195,8.0,1,0,0
4,8.4,570,1,1,0,0,0,2,0,2,5.5134287461649825,33.6,1,0,0
4,7.6,754,2,1,1,0,0,3,0,2,5.978885764901122,30.4,1,0,1
1,2.0,0,0,1,1,0,0,2,0,0,4.804021044733257,2.0,0,0,0
0,0.0,190,3,1,0,0,0,1,0,0,5.153291594497779,0.0,0,0,1
0,0.0,563,1,1,0,0,0,3,1,0,6.489204931325317,0.0,1,0,0
2,4.4,20,2,1,1,0,0,4,1,1,5.3230099791384085,8.8,1,0,1
3,6.6,22,3,1,0,0,0,4,0,2,6.452048954437226,19.799999999999997,1,0,1
3,5.1,754,2,1,0,0,0,2,0,2,5.564520407322694,15.299999999999999,1,0,1
0,0.0,284,1,1,0,0,0,3,0,0,6.428105272684596,0.0,1,0,0
2,4.8,561,1,0,1,0,0,1,0,1,6.045005314036012,9.6,1,1,0
1,3.3,570,1,1,0,0,0,2,0,1,6.54534966033442,3.3,1,0,0
2,5.3,754,2,1,1,0,0,4,0,1,5.0238805208462765,10.6,0,0,1
2,4.6,563,1,0,0,0,0,3,0,1,4.700480365792417,9.2,0,1,0
2,5.8,94,3,1,0,0,0,1,0,2,6.100318952020064,11.6,1,0,1
3,4.1,89,3,1,1,0,0,5,0,2,6.3818160174060985,12.299999999999999,1,0,1
1,1.6,674,2,1,0,0,0,3,0,1,6.52795791762255,1.6,1,0,1
3,6.7,284,1,1,0,0,0,5,0,2,6.472346294500901,20.1,1,0,0
2,3.7,248,2,1,0,0,0,2,0,1,6.470799503782602,7.4,1,0,1
3,7.0,570,1,0,0,0,0,4,0,2,6.493753839851686,21.0,1,1,0
3,6.0,287,3,1,0,0,0,2,0,2,6.028278520230698,18.0,1,0,1
4,8.1,0,0,0,0,0,0,3,0,2,6.396929655216146,32.4,1,1,0
1,1.6,94,3,0,0,0,0,3,0,1,4.61512051684126,1.6,0,1,1
1,1.6,120,3,0,0,0,0,5,0,1,2.8903717578961645,1.6,0,1,1
1,2.2,79,3,0,1,0,0,2,0,1,4.276666119016055,2.2,0,1,1
2,3.4,74,2,0,0,0,0,1,0,2,5.53338948872752,6.8,1,1,1
4,8.8,561,1,1,0,0,0,3,0,2,5.8998973535824915,35.2,1,0,0
4,8.5,459,1,0,1,0,0,5,0,3,6.1463292576688975,34.0,1,1,0
2,3.1,22,3,0,1,0,0,4,0,2,5.5909869805108565,6.2,1,1,1
4,8.0,787,3,0,1,0,0,2,0,3,6.444131256700441,32.0,1,1,1
1,4.3,407,1,1,0,0,0,4,0,1,5.093750200806762,4.3,0,0,0
3,5.6,120,3,1,1,0,0,1,0,2,6.522092798170152,16.799999999999997,1,0,1
1,2.3,674,2,0,1,0,0,1,1,1,6.5638555265321274,2.3,1,1,1
2,4.6,570,1,0,0,0,0,5,1,1,5.424950017481403,9.2,1,1,0
4,9.1,377,1,1,1,0,0,5,0,2,6.045005314036012,36.4,1,0,0
3,5.9,476,3,1,1,0,0,2,0,2,6.447305862541213,17.700000000000003,1,0,1
1,2.9,74,2,0,0,0,0,5,0,1,5.948034989180646,2.9,1,1,1
2,3.4,456,1,1,1,0,0,4,0,1,5.0689042022202315,6.8,0,0,0
2,2.6,74,2,0,0,0,0,3,0,1,6.311734809152915,5.2,1,1,1
2,4.3,176,2,0,0,0,0,4,0,2,6.077642243349034,8.6,1,1,1
2,2.4,190,3,1,0,0,0,2,0,2,6.304448802421981,4.8,1,0,1
2,3.8,0,0,0,0,0,0,2,0,1,6.493753839851686,7.6,1,1,0
3,6.9,563,1,0,1,0,0,4,0,2,6.3578422665081,20.700000000000003,1,1,0
1,2.5,200,1,0,1,0,0,5,0,1,6.436150368369428,2.5,1,1,0
1,3.9,571,1,1,1,0,0,4,0,1,5.659482215759621,3.9,1,0,0
3,5.5,119,3,1,0,0,0,3,0,2,5.5053315359323625,16.5,1,0,1
2,4.3,190,3,1,1,0,0,5,0,2,5.583496308781699,8.6,1,0,1
1,1.6,561,1,1,0,0,0,4,0,1,6.095824562432225,1.6,1,0,0
0,1.4,407,1,0,1,0,0,2,0,0,6.049733455231958,0.0,1,1,0
1,1.6,284,1,1,0,0,0,3,0,1,5.713732805509369,1.6,1,0,0
1,3.1,400,3,1,1,0,0,2,0,1,6.095824562432225,3.1,1,0,1
2,4.5,787,3,0,0,0,0,5,0,2,6.393590753950631,9.0,1,1,1
0,0.4,94,3,1,1,0,0,5,0,0,5.66988092298052,0.0,1,0,1
0,0.2,190,3,0,0,0,0,3,0,0,4.997212273764115,0.0,0,1,1
2,4.3,674,2,1,0,0,0,1,0,1,5.8998973535824915,8.6,1,0,1
0,0.0,415,1,0,0,0,0,4,0,0,5.811140992976701,0.0,1,1,0
3,5.4,20,2,0,1,0,0,1,0,2,4.762173934797756,16.200000000000003,0,1,1
1,1.7,787,3,0,0,0,0,5,0,1,6.56244409369372,1.7,1,1,1
2,4.7,119,3,1,0,0,0,3,0,1,5.3612921657094255,9.4,1,0,1
2,3.0,787,3,1,0,0,0,2,0,1,6.536691597591305,6.0,1,0,1
0,0.0,74,2,0,1,0,0,1,0,0,6.102558594613569,0.0,1,1,1
1,1.9,200,1,0,0,0,0,3,0,1,5.863631175598097,1.9,1,1,0
3,6.4,459,1,0,1,0,0,4,0,2,5.278114659230517,19.200000000000003,1,1,0
2,4.0,377,1,0,1,0,0,1,0,1,5.351858133476067,8.0,1,1,0
1,3.1,570,1,1,1,0,0,2,0,1,6.52649485957079,3.1,1,0,0
1,1.3,369,1,1,0,0,0,3,0,0,6.218600119691729,1.3,1,0,0
3,6.6,190,3,0,0,0,0,3,0,2,4.59511985013459,19.799999999999997,0,1,1
2,3.6,79,3,0,1,0,0,4,0,2,3.9512437185814275,7.2,0,1,1
1,3.0,476,3,1,0,0,0,1,0,1,3.828641396489095,3.0,0,0,1
2,3.0,369,1,1,1,0,0,5,0,1,5.204006687076795,6.0,1,0,0
2,5.9,369,1,1,0,0,0,3,0,1,3.4339872044851463,11.8,0,0,0
1,1.3,330,3,1,1,0,0,3,0,1,6.163314804034641,1.3,1,0,1
0,0.1,248,2,1,0,0,0,4,0,0,6.38856140554563,0.0,1,0,1
3,6.0,248,2,0,1,0,0,4,0,2,6.495265555937008,18.0,1,1,1
2,3.6,0,0,1,0,0,0,5,0,1,6.448889394146858,7.2,1,0,0
3,6.8,754,2,1,0,0,0,4,0,2,4.1588830833596715,20.4,0,0,1
3,7.5,22,3,0,1,0,0,4,0,2,4.110873864173311,22.5,0,1,1
1,2.9,120,3,0,0,0,0,4,0,2,6.486160788944089,2.9,1,1,1
2,3.0,476,3,0,0,0,0,4,1,2,5.303304908059076,6.0,1,1,1
1,0.5,120,3,1,0,0,0,3,0,1,6.320768294250582,0.5,1,0,1
2,3.4,176,2,1,1,0,0,5,0,1,6.1092475827643655,6.8,1,0,1
2,4.0,330,3,1,0,0,0,3,0,1,6.502790045915623,8.0,1,0,1
1,2.4,284,1,1,1,0,0,1,0,0,5.545177444479562,2.4,1,0,0
3,5.8,248,2,0,1,0,0,5,0,2,5.983936280687191,17.4,1,1,1
4,9.2,571,1,1,1,0,0,3,0,2,5.267858159063328,36.8,1,0,0
1,2.6,89,3,0,0,0,0,1,0,1,6.267200548541362,2.6,1,1,1
4,8.5,456,1,1,1,0,0,5,0,2,4.465908118654584,34.0,0,0,0
4,9.4,456,1,0,0,0,0,1,0,3,5.71042701737487,37.6,1,1,0
4,7.4,467,1,0,1,0,0,4,0,2,6.150602768446279,29.6,1,1,0
0,1.4,467,1,0,0,0,0,1,0,1,5.8888779583328805,0.0,1,1,0
3,7.6,561,1,0,1,0,0,2,0,2,6.57507584059962,22.799999999999997,1,1,0
4,8.4,377,1,0,1,0,0,3,0,2,6.576469569048224,33.6,1,1,0
3,6.8,119,3,1,1,0,0,5,0,2,5.337538079701318,20.4,1,0,1
4,5.5,78,3,1,0,0,0,3,0,2,3.332204510175204,22.0,0,0,1
2,3.8,400,3,0,1,0,0,5,0,2,5.886104031450156,7.6,1,1,1
3,6.7,330,3,0,1,0,0,2,0,2,6.3080984415095305,20.1,1,1,1
2,3.0,407,1,0,1,0,0,3,0,1,5.950642552587727,6.0,1,1,0
2,3.8,377,1,0,0,0,0,2,0,1,6.061456918928017,7.6,1,1,0
2,2.0,571,1,1,1,0,0,2,0,1,2.833213344056216,4.0,0,0,0
2,4.3,787,3,0,0,0,0,3,0,2,6.322565239927284,8.6,1,1,1
0,0.9,0,0,1,0,0,0,2,0,0,5.733341276897746,0.0,1,0,0
3,6.4,327,3,0,0,0,0,5,0,2,5.8888779583328805,19.200000000000003,1,1,1
2,3.8,22,3,1,1,0,0,4,0,1,5.631211781821365,7.6,1,0,1
1,1.1,377,1,1,0,0,0,5,0,0,5.19295685089021,1.1,0,0,0
4,8.5,459,1,0,0,0,0,1,0,2,3.2188758248682006,34.0,0,1,0
3,4.7,456,1,1,1,0,0,4,0,2,6.47543271670409,14.100000000000001,1,0,0
2,2.5,407,1,1,1,0,0,3,0,1,5.3706380281276624,5.0,1,0,0
1,1.9,407,1,0,1,0,0,3,0,1,6.459904454377535,1.9,1,1,0
1,1.8,570,1,1,0,0,0,4,1,1,6.415096959171596,1.8,1,0,0
4,7.5,787,3,0,0,0,0,5,0,3,6.380122536899765,30.0,1,1,1
3,7.5,78,3,0,0,0,0,1,0,3,5.043425116919247,22.5,0,1,1
1,2.1,78,3,0,0,0,0,3,0,1,4.882801922586371,2.1,0,1,1
3,6.2,74,2,1,1,0,0,3,0,2,6.48768401848461,18.6,1,0,1
2,4.2,459,1,0,1,0,0,5,0,1,6.156978985585555,8.4,1,1,0
3,6.8,467,1,0,1,0,0,4,0,2,6.222576268071369,20.4,1,1,0
1,2.5,787,3,0,0,0,0,2,1,1,6.51471269087253,2.5,1,1,1
4,8.6,248,2,1,0,0,0,2,0,2,4.836281906951478,34.4,0,0,1
1,0.5,459,1,0,0,0,0,1,0,1,6.555356891810665,0.5,1,1,0
2,2.6,284,1,0,1,0,0,3,0,1,4.543294782270004,5.2,0,1,0
